GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,iid,datadate,conm,prccm,ccmbegdt
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/1997,ALASKA AIR GROUP INC,25.6250,07/01/1996
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/1997,ALASKA AIR GROUP INC,29.5620,08/01/1996
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/1997,ALASKA AIR GROUP INC,27.4370,09/01/1996
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/1997,ALASKA AIR GROUP INC,32.8750,10/01/1996
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/1997,ALASKA AIR GROUP INC,33.3750,11/01/1996
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/1997,ALASKA AIR GROUP INC,37.3750,12/01/1996
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/1997,ALASKA AIR GROUP INC,38.7500,01/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/1998,ALASKA AIR GROUP INC,48.5620,02/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/1998,ALASKA AIR GROUP INC,55.0620,03/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/1998,ALASKA AIR GROUP INC,54.1870,04/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/1998,ALASKA AIR GROUP INC,56.1875,05/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/1998,ALASKA AIR GROUP INC,46.3125,06/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/1998,ALASKA AIR GROUP INC,54.5625,07/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/1998,ALASKA AIR GROUP INC,42.1250,08/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/1998,ALASKA AIR GROUP INC,38.9375,09/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/1998,ALASKA AIR GROUP INC,34.0625,10/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/1998,ALASKA AIR GROUP INC,35.9375,11/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/1998,ALASKA AIR GROUP INC,37.4375,12/01/1997
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/1998,ALASKA AIR GROUP INC,44.2500,01/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/1999,ALASKA AIR GROUP INC,50.3750,02/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/1999,ALASKA AIR GROUP INC,50.6875,03/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/1999,ALASKA AIR GROUP INC,47.5000,04/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/1999,ALASKA AIR GROUP INC,44.0625,05/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/1999,ALASKA AIR GROUP INC,41.5000,06/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/1999,ALASKA AIR GROUP INC,41.7500,07/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/1999,ALASKA AIR GROUP INC,44.3750,08/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/1999,ALASKA AIR GROUP INC,43.2500,09/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/1999,ALASKA AIR GROUP INC,40.6875,10/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/1999,ALASKA AIR GROUP INC,39.7500,11/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/1999,ALASKA AIR GROUP INC,38.0000,12/01/1998
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/1999,ALASKA AIR GROUP INC,35.1250,01/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2000,ALASKA AIR GROUP INC,31.8750,02/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/29/2000,ALASKA AIR GROUP INC,26.5000,03/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2000,ALASKA AIR GROUP INC,30.0625,04/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2000,ALASKA AIR GROUP INC,28.7500,05/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2000,ALASKA AIR GROUP INC,31.1250,06/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2000,ALASKA AIR GROUP INC,27.1250,07/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2000,ALASKA AIR GROUP INC,27.4375,08/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2000,ALASKA AIR GROUP INC,26.0000,09/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2000,ALASKA AIR GROUP INC,24.0000,10/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2000,ALASKA AIR GROUP INC,25.9375,11/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2000,ALASKA AIR GROUP INC,27.9375,12/01/1999
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2000,ALASKA AIR GROUP INC,29.7500,01/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2001,ALASKA AIR GROUP INC,32.3400,02/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2001,ALASKA AIR GROUP INC,28.5800,03/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2001,ALASKA AIR GROUP INC,25.7000,04/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2001,ALASKA AIR GROUP INC,28.1500,05/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2001,ALASKA AIR GROUP INC,28.7300,06/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2001,ALASKA AIR GROUP INC,28.9000,07/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2001,ALASKA AIR GROUP INC,31.6400,08/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2001,ALASKA AIR GROUP INC,32.6400,09/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2001,ALASKA AIR GROUP INC,19.9700,10/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2001,ALASKA AIR GROUP INC,24.4000,11/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2001,ALASKA AIR GROUP INC,28.6500,12/01/2000
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2001,ALASKA AIR GROUP INC,29.1000,01/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2002,ALASKA AIR GROUP INC,30.6600,02/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2002,ALASKA AIR GROUP INC,31.0500,03/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2002,ALASKA AIR GROUP INC,33.2900,04/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2002,ALASKA AIR GROUP INC,30.6300,05/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2002,ALASKA AIR GROUP INC,27.8500,06/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2002,ALASKA AIR GROUP INC,26.1000,07/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2002,ALASKA AIR GROUP INC,23.5000,08/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2002,ALASKA AIR GROUP INC,24.4300,09/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2002,ALASKA AIR GROUP INC,17.7000,10/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2002,ALASKA AIR GROUP INC,21.6400,11/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2002,ALASKA AIR GROUP INC,21.1700,12/01/2001
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2002,ALASKA AIR GROUP INC,21.6500,01/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2003,ALASKA AIR GROUP INC,19.7700,02/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2003,ALASKA AIR GROUP INC,18.1500,03/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2003,ALASKA AIR GROUP INC,15.6600,04/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2003,ALASKA AIR GROUP INC,17.8300,05/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2003,ALASKA AIR GROUP INC,19.0100,06/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2003,ALASKA AIR GROUP INC,21.4500,07/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2003,ALASKA AIR GROUP INC,24.4600,08/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2003,ALASKA AIR GROUP INC,27.5900,09/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2003,ALASKA AIR GROUP INC,27.8200,10/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2003,ALASKA AIR GROUP INC,28.7900,11/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2003,ALASKA AIR GROUP INC,28.7600,12/01/2002
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2003,ALASKA AIR GROUP INC,27.2900,01/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2004,ALASKA AIR GROUP INC,27.8000,02/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/29/2004,ALASKA AIR GROUP INC,25.7400,03/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2004,ALASKA AIR GROUP INC,24.6600,04/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2004,ALASKA AIR GROUP INC,22.1300,05/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2004,ALASKA AIR GROUP INC,20.6000,06/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2004,ALASKA AIR GROUP INC,23.8700,07/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2004,ALASKA AIR GROUP INC,20.8300,08/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2004,ALASKA AIR GROUP INC,23.5400,09/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2004,ALASKA AIR GROUP INC,24.7800,10/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2004,ALASKA AIR GROUP INC,26.3400,11/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2004,ALASKA AIR GROUP INC,31.2300,12/01/2003
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2004,ALASKA AIR GROUP INC,33.4900,01/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2005,ALASKA AIR GROUP INC,29.7900,02/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2005,ALASKA AIR GROUP INC,28.3600,03/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2005,ALASKA AIR GROUP INC,29.4400,04/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2005,ALASKA AIR GROUP INC,26.6700,05/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2005,ALASKA AIR GROUP INC,29.5200,06/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2005,ALASKA AIR GROUP INC,29.7500,07/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2005,ALASKA AIR GROUP INC,34.9800,08/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2005,ALASKA AIR GROUP INC,33.7200,09/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2005,ALASKA AIR GROUP INC,29.0600,10/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2005,ALASKA AIR GROUP INC,31.5300,11/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2005,ALASKA AIR GROUP INC,35.2300,12/01/2004
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2005,ALASKA AIR GROUP INC,35.7200,01/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2006,ALASKA AIR GROUP INC,31.9300,02/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2006,ALASKA AIR GROUP INC,32.0500,03/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2006,ALASKA AIR GROUP INC,35.4500,04/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2006,ALASKA AIR GROUP INC,37.9600,05/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2006,ALASKA AIR GROUP INC,38.7400,06/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2006,ALASKA AIR GROUP INC,39.4200,07/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2006,ALASKA AIR GROUP INC,37.1300,08/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2006,ALASKA AIR GROUP INC,37.8700,09/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2006,ALASKA AIR GROUP INC,38.0400,10/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2006,ALASKA AIR GROUP INC,40.1500,11/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2006,ALASKA AIR GROUP INC,41.1300,12/01/2005
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2006,ALASKA AIR GROUP INC,39.5000,01/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2007,ALASKA AIR GROUP INC,42.8500,02/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2007,ALASKA AIR GROUP INC,41.0000,03/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2007,ALASKA AIR GROUP INC,38.1000,04/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2007,ALASKA AIR GROUP INC,29.6000,05/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2007,ALASKA AIR GROUP INC,29.1600,06/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2007,ALASKA AIR GROUP INC,27.8600,07/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2007,ALASKA AIR GROUP INC,23.3300,08/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2007,ALASKA AIR GROUP INC,24.8200,09/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2007,ALASKA AIR GROUP INC,23.0900,10/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2007,ALASKA AIR GROUP INC,25.4000,11/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2007,ALASKA AIR GROUP INC,25.3300,12/01/2006
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2007,ALASKA AIR GROUP INC,25.0100,01/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2008,ALASKA AIR GROUP INC,25.3000,02/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/29/2008,ALASKA AIR GROUP INC,24.4000,03/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2008,ALASKA AIR GROUP INC,19.6200,04/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2008,ALASKA AIR GROUP INC,21.4800,05/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2008,ALASKA AIR GROUP INC,19.5300,06/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2008,ALASKA AIR GROUP INC,15.3400,07/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2008,ALASKA AIR GROUP INC,17.8800,08/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2008,ALASKA AIR GROUP INC,21.0100,09/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2008,ALASKA AIR GROUP INC,20.3900,10/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2008,ALASKA AIR GROUP INC,24.7000,11/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2008,ALASKA AIR GROUP INC,22.9500,12/01/2007
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2008,ALASKA AIR GROUP INC,29.2500,01/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2009,ALASKA AIR GROUP INC,26.3600,02/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2009,ALASKA AIR GROUP INC,21.9100,03/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2009,ALASKA AIR GROUP INC,17.5700,04/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2009,ALASKA AIR GROUP INC,16.7800,05/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2009,ALASKA AIR GROUP INC,15.5700,06/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2009,ALASKA AIR GROUP INC,18.2600,07/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2009,ALASKA AIR GROUP INC,23.0600,08/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2009,ALASKA AIR GROUP INC,25.2300,09/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2009,ALASKA AIR GROUP INC,26.7900,10/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2009,ALASKA AIR GROUP INC,25.7200,11/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2009,ALASKA AIR GROUP INC,29.9000,12/01/2008
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2009,ALASKA AIR GROUP INC,34.5600,01/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2010,ALASKA AIR GROUP INC,31.3400,02/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2010,ALASKA AIR GROUP INC,35.0000,03/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2010,ALASKA AIR GROUP INC,41.2300,04/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2010,ALASKA AIR GROUP INC,41.4100,05/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2010,ALASKA AIR GROUP INC,46.7000,06/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2010,ALASKA AIR GROUP INC,44.9500,07/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2010,ALASKA AIR GROUP INC,51.5900,08/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2010,ALASKA AIR GROUP INC,44.2300,09/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2010,ALASKA AIR GROUP INC,51.0300,10/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2010,ALASKA AIR GROUP INC,52.8000,11/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2010,ALASKA AIR GROUP INC,55.0000,12/01/2009
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2010,ALASKA AIR GROUP INC,56.6900,01/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2011,ALASKA AIR GROUP INC,59.2400,02/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2011,ALASKA AIR GROUP INC,59.4500,03/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2011,ALASKA AIR GROUP INC,63.4200,04/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2011,ALASKA AIR GROUP INC,65.8700,05/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2011,ALASKA AIR GROUP INC,67.5400,06/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2011,ALASKA AIR GROUP INC,68.4600,07/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2011,ALASKA AIR GROUP INC,61.1200,08/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2011,ALASKA AIR GROUP INC,57.7300,09/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2011,ALASKA AIR GROUP INC,56.2900,10/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2011,ALASKA AIR GROUP INC,66.5300,11/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2011,ALASKA AIR GROUP INC,69.4200,12/01/2010
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2011,ALASKA AIR GROUP INC,75.0900,01/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2012,ALASKA AIR GROUP INC,76.1300,02/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/29/2012,ALASKA AIR GROUP INC,68.5700,03/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2012,ALASKA AIR GROUP INC,35.8200,04/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2012,ALASKA AIR GROUP INC,33.8000,05/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2012,ALASKA AIR GROUP INC,34.3000,06/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2012,ALASKA AIR GROUP INC,35.9000,07/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2012,ALASKA AIR GROUP INC,34.8500,08/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2012,ALASKA AIR GROUP INC,33.5500,09/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2012,ALASKA AIR GROUP INC,35.0600,10/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2012,ALASKA AIR GROUP INC,38.2400,11/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2012,ALASKA AIR GROUP INC,42.7500,12/01/2011
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2012,ALASKA AIR GROUP INC,43.0900,01/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2013,ALASKA AIR GROUP INC,46.1300,02/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2013,ALASKA AIR GROUP INC,51.5500,03/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2013,ALASKA AIR GROUP INC,63.9600,04/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2013,ALASKA AIR GROUP INC,61.6400,05/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2013,ALASKA AIR GROUP INC,56.8200,06/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2013,ALASKA AIR GROUP INC,52.0000,07/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2013,ALASKA AIR GROUP INC,61.1700,08/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2013,ALASKA AIR GROUP INC,56.6200,09/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2013,ALASKA AIR GROUP INC,62.6200,10/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2013,ALASKA AIR GROUP INC,70.6600,11/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2013,ALASKA AIR GROUP INC,77.7400,12/01/2012
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2013,ALASKA AIR GROUP INC,73.3700,01/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2014,ALASKA AIR GROUP INC,79.0700,02/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2014,ALASKA AIR GROUP INC,86.6400,03/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2014,ALASKA AIR GROUP INC,93.3100,04/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2014,ALASKA AIR GROUP INC,94.0800,05/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2014,ALASKA AIR GROUP INC,98.4600,06/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2014,ALASKA AIR GROUP INC,95.0500,07/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2014,ALASKA AIR GROUP INC,43.9700,08/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2014,ALASKA AIR GROUP INC,46.3400,09/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2014,ALASKA AIR GROUP INC,43.5400,10/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2014,ALASKA AIR GROUP INC,53.2300,11/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2014,ALASKA AIR GROUP INC,59.0300,12/01/2013
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2014,ALASKA AIR GROUP INC,59.7600,01/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2015,ALASKA AIR GROUP INC,67.8700,02/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/28/2015,ALASKA AIR GROUP INC,63.6500,03/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2015,ALASKA AIR GROUP INC,66.1800,04/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2015,ALASKA AIR GROUP INC,64.0600,05/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2015,ALASKA AIR GROUP INC,64.6400,06/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,06/30/2015,ALASKA AIR GROUP INC,64.4300,07/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,07/31/2015,ALASKA AIR GROUP INC,75.7500,08/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,08/31/2015,ALASKA AIR GROUP INC,74.8600,09/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,09/30/2015,ALASKA AIR GROUP INC,79.4500,10/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,10/31/2015,ALASKA AIR GROUP INC,76.2500,11/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,11/30/2015,ALASKA AIR GROUP INC,79.7300,12/01/2014
001230,P,01,LU,28804,20035,01/31/1966,E,01,12/31/2015,ALASKA AIR GROUP INC,80.5100,01/01/2015
001230,P,01,LU,28804,20035,01/31/1966,E,01,01/31/2016,ALASKA AIR GROUP INC,70.4000,02/01/2015
001230,P,01,LU,28804,20035,01/31/1966,E,01,02/29/2016,ALASKA AIR GROUP INC,73.9000,03/01/2015
001230,P,01,LU,28804,20035,01/31/1966,E,01,03/31/2016,ALASKA AIR GROUP INC,82.0200,04/01/2015
001230,P,01,LU,28804,20035,01/31/1966,E,01,04/30/2016,ALASKA AIR GROUP INC,70.4300,05/01/2015
001230,P,01,LU,28804,20035,01/31/1966,E,01,05/31/2016,ALASKA AIR GROUP INC,66.4000,06/01/2015
